,rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
2074,10404,72422663,2650,2.0,1,821,7,3.0,15,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
2079,2165,68358331,1800,2.0,1,1000,9,3.0,91,0,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
2086,2437,88127054,3500,2.0,2,1139,7,11.0,96,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
2088,7497,88153268,4600,2.0,2,1000,2,2.0,86,0,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
2091,6619,14842171,4350,3.0,1,950,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2098,5090,12068815,3092,1.0,1,676,9,6.0,4,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2100,10588,36129383,1938,1.0,1,603,7,5.0,90,1,0,0,0,0,0,0,0,Flatbush,South Brooklyn,Brooklyn
2102,8953,43175458,1995,2.0,1,995,5,6.0,58,1,0,0,0,0,0,0,0,Gravesend,South Brooklyn,Brooklyn
2105,4144,16832711,4500,3.0,2,1600,2,4.0,79,0,0,0,0,0,0,0,0,Windsor Terrace,Prospect Park,Brooklyn
2107,967,14712360,5500,2.0,2,1355,2,13.0,89,1,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
2113,7536,95715709,3450,2.0,1,900,0,2.0,86,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2125,4122,48645350,3950,1.0,1,775,5,19.0,6,0,1,0,1,1,0,0,1,Williamsburg,North Brooklyn,Brooklyn
2128,6042,88127054,2650,2.0,2,1003,7,6.0,96,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
2139,6437,35227448,4000,3.0,1,1800,6,1.0,5,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
2141,5421,66373509,2400,0.0,1,475,9,2.0,16,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
2142,10919,53891741,3000,1.0,1,750,3,2.0,7,0,1,1,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn
2147,4423,97008507,4200,2.0,2,910,3,2.0,12,0,0,0,1,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2150,3941,96767093,4000,1.0,1,1085,6,4.0,88,0,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
2152,1171,40051332,5995,2.0,2,1033,7,12.0,9,0,1,1,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn
2157,8460,99204874,4950,2.0,2,1300,3,3.0,13,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
2170,2937,38573578,2300,1.0,1,500,6,3.0,146,0,0,0,0,1,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
2179,8892,80939102,3000,0.0,1,511,2,30.0,3,1,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
2182,11337,88520811,6565,3.0,2,1207,1,27.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
2184,5922,85495299,3100,2.0,1,850,0,7.0,70,0,1,0,1,1,1,1,1,Clinton Hill,Northwest Brooklyn,Brooklyn
2186,47,39031597,3333,0.0,1,1025,8,1.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2192,4223,99155070,5250,3.0,2,1570,2,7.0,10,1,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
2197,10819,98413378,2650,2.0,1,1000,8,2.0,88,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2200,673,96767093,12000,3.0,2,2571,6,2.0,88,0,0,0,1,1,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
2209,6907,77296737,10000,3.0,2,1854,6,4.0,8,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
2218,8316,4494966,2200,1.0,1,750,5,2.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
2222,2485,33424854,2625,0.0,1,515,4,34.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2223,4816,64146549,1550,1.0,1,900,10,1.0,85,0,0,0,0,0,0,0,0,Sheepshead Bay,South Brooklyn,Brooklyn
2226,1112,40128515,2700,1.0,1,900,2,2.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
2228,9251,97789310,2500,1.0,1,665,5,4.0,86,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
2241,4022,63252723,4750,4.0,2,964,6,4.0,112,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
2242,7707,80234585,2150,0.0,1,420,5,6.0,96,0,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2243,8180,35214345,2700,2.0,1,750,3,2.0,88,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2249,10262,23741299,3875,1.0,1,784,6,3.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2253,2732,39083448,2100,2.0,1,1000,0,1.0,115,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
2255,10749,77305700,4400,2.0,2,1100,7,3.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2259,8999,46651061,2800,1.0,1,700,7,1.0,101,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
2263,10860,39162884,2650,1.0,1,1000,5,2.0,91,0,0,0,0,0,0,0,0,Prospect Heights,Prospect Park,Brooklyn
2279,8848,9529390,2300,1.0,1,650,2,1.0,96,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2280,1254,82658811,3630,1.0,1,667,1,34.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2283,3207,58815313,4416,3.0,1,900,9,4.0,96,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2284,931,98379673,2000,2.0,1,1000,6,3.0,85,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
2286,9209,29309014,2275,1.0,1,500,8,4.0,96,1,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
2287,9762,18641264,2999,2.0,1,750,3,2.0,106,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2288,7184,94398167,2975,3.0,1,723,4,2.0,85,1,0,0,0,0,0,0,0,Gowanus,Northwest Brooklyn,Brooklyn
2299,1910,10574372,2854,1.0,1,605,7,5.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2307,10281,50198845,2700,0.0,1,908,6,1.0,101,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2310,8893,80939102,3750,1.0,1,696,2,15.0,3,1,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
2311,7197,1828100,3800,1.0,1,1100,4,4.0,96,0,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
2312,5261,48753921,3600,3.0,1,1000,2,2.0,86,1,0,0,0,0,0,0,0,Prospect Heights,Prospect Park,Brooklyn
2322,3108,97142544,4400,1.0,1,725,4,2.0,9,0,0,0,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn
2327,5530,26659899,3400,1.0,1,753,1,5.0,10,1,0,0,0,0,1,0,0,DUMBO,Northwest Brooklyn,Brooklyn
2341,4633,83157845,3200,1.5,1,1000,2,2.0,85,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2346,10806,54112288,3400,1.0,1,739,2,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2348,8850,7163201,2650,0.5,1,490,5,23.0,8,0,0,0,0,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2359,8289,14842171,4350,3.0,1,950,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2360,6073,45686075,6995,3.0,3,1467,1,4.0,4,1,0,1,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2363,8234,96767093,8900,3.0,2,1709,6,3.0,88,1,0,0,0,0,0,1,1,Brooklyn Heights,Northwest Brooklyn,Brooklyn
2364,4854,54139556,3200,1.0,1,750,1,2.0,115,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2366,10843,971247,2500,1.5,1,800,9,4.0,116,0,0,0,0,0,0,0,0,Boerum Hill,Northwest Brooklyn,Brooklyn
2377,6523,81552123,1800,0.0,1,350,6,1.0,11,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2381,8299,65424712,1600,0.0,1,600,4,5.0,59,0,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
2384,1456,82063493,4100,1.0,2,723,5,4.0,86,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
2386,3167,95694339,1800,1.0,1,900,6,1.0,56,0,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
2395,4024,93270979,2899,2.0,1,750,4,4.0,9,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2403,4708,63662110,2400,2.0,1,800,6,2.0,86,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2405,5845,25274756,1900,0.0,1,453,5,2.0,6,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
2409,8537,48643334,3475,1.5,1,1275,3,2.0,115,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
2410,8631,6103895,4600,2.0,2,1034,5,6.0,8,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2418,4773,59003976,3000,3.0,1,900,2,1.0,85,1,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Prospect Park,Brooklyn
2422,6510,70136198,2750,1.0,1,550,2,2.0,11,1,0,0,1,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
2430,5491,33949660,2700,2.0,1,800,7,11.0,96,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2434,4645,59762408,2200,2.0,1,900,5,3.0,10,0,0,0,0,0,0,0,0,Midwood,South Brooklyn,Brooklyn
2442,4659,204846,4899,4.0,3,1500,6,2.0,88,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2444,1782,32291908,3200,1.0,1,700,4,4.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2448,4466,22254989,3300,1.0,1,733,2,11.0,90,0,0,0,0,1,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2455,2669,5770309,5300,2.0,2,1400,3,9.0,114,0,0,1,0,0,0,0,0,Prospect Heights,Prospect Park,Brooklyn
2457,5360,10210968,3150,1.5,1,1000,8,3.0,9,0,0,0,0,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2462,3193,30668825,5630,2.0,2,974,6,6.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2464,9380,3726444,4349,3.5,3,1900,5,1.0,85,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
2466,10186,63465796,1750,1.5,1,1000,2,2.0,85,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
2474,6983,14842171,4500,3.0,2,1000,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2477,4537,30668825,2734,0.0,1,515,6,5.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2483,8664,46834143,2000,1.0,1,525,3,4.0,116,0,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
2485,3140,66391336,2500,1.0,1,706,1,3.0,9,1,0,0,0,0,0,1,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
2493,6949,50408651,2550,1.0,1,450,9,7.0,86,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2502,343,6103895,2850,1.0,1,620,5,4.0,8,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2504,2494,58623698,3570,0.0,1,876,3,4.0,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2506,6296,40196675,2875,3.0,1,1550,8,2.0,86,1,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
2507,2487,33424854,3256,1.0,1,669,4,35.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2510,1391,10574372,3025,1.0,1,655,7,5.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2513,11226,25024137,2699,2.0,1,800,3,3.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2523,10637,66146217,1550,1.0,1,682,4,1.0,96,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
2526,808,60823093,1975,1.0,0,500,5,2.0,106,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
2527,9777,53717970,1650,1.0,1,650,7,19.0,92,0,0,0,0,0,0,0,0,Brownsville,East Brooklyn,Brooklyn
2529,3948,45048458,1800,1.0,1,700,3,2.0,115,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
2532,1995,25294143,2500,2.0,1,1000,4,2.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
2535,837,62009406,4100,2.0,1,988,3,3.0,7,1,1,0,1,1,0,0,1,DUMBO,Northwest Brooklyn,Brooklyn
2538,5202,58623698,4620,2.0,2,876,3,7.0,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2548,6759,90964935,3250,4.0,1,1400,9,2.0,106,1,1,1,1,1,1,1,1,Bedford-Stuyvesant,East Brooklyn,Brooklyn
2549,3706,49859638,2200,1.0,1,800,6,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2554,601,13621111,3800,2.0,1,1700,5,1.0,8,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2564,1082,82658811,3680,1.0,1,675,1,39.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2568,9689,57792653,2965,2.0,2,868,4,3.0,8,0,0,0,0,0,0,0,0,Greenwood,South Brooklyn,Brooklyn
2573,2955,86264910,2600,3.0,2,900,8,2.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
2575,6959,50408651,2750,1.0,1,550,9,7.0,86,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2582,5824,72944010,1800,0.0,1,500,7,6.0,96,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
2588,5525,67073175,1475,1.0,1,675,7,10.0,92,0,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
2589,6588,7998043,2400,2.0,1,900,5,3.0,88,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2590,4358,58623698,3325,1.0,1,683,3,3.0,7,1,0,0,0,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2591,10471,24832033,2300,2.0,1,800,1,1.0,86,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
2593,663,39031597,2856,0.0,1,615,8,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2596,8908,93684714,2840,1.0,1,561,1,10.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2598,10397,25024137,3199,0.0,1,710,3,3.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2601,4661,93391414,3400,1.0,1,684,6,1.0,6,1,1,0,0,1,0,0,1,Williamsburg,North Brooklyn,Brooklyn
2608,9665,85097960,2999,2.0,1,750,3,2.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2609,9797,18842960,2769,2.0,1,900,4,1.0,86,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2616,7084,82658811,3500,1.0,1,675,1,38.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2617,9976,48110398,4190,2.0,1,800,7,2.0,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2619,9980,81552123,2999,2.0,1,1000,6,4.0,11,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2624,3129,68023100,2200,2.0,1,900,3,4.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2636,2567,62551921,2750,1.0,1,675,3,3.0,85,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2638,5173,98666088,3600,3.0,1,800,7,3.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
2639,1005,8618856,1900,1.0,1,625,4,3.0,88,0,1,1,1,1,0,1,1,Williamsburg,North Brooklyn,Brooklyn
2640,10030,41904387,1750,1.0,1,874,5,5.0,55,0,1,1,1,1,1,0,1,Ocean Parkway,South Brooklyn,Brooklyn
2643,6859,47854919,2100,2.0,1,1082,1,4.0,58,1,0,0,0,0,0,0,0,Sheepshead Bay,South Brooklyn,Brooklyn
2649,6989,2922617,4100,2.0,1,900,2,68.0,8,0,0,0,0,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2654,2455,85991689,6320,3.0,3,1450,6,30.0,7,0,0,1,0,0,1,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2660,11199,17241755,3390,2.0,1,1500,3,1.0,106,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
2661,10017,28635327,2300,3.0,1,850,7,1.0,92,0,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
2662,10960,11176577,2125,2.0,1,1140,6,6.0,57,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
2663,9456,2922617,3784,2.0,1,900,2,68.0,8,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2664,912,62009406,6500,2.0,2,1336,3,7.0,7,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
2669,9781,16797111,2000,2.0,1,850,1,2.0,85,0,0,0,0,0,0,0,0,Kensington,South Brooklyn,Brooklyn
2670,10773,18255258,2400,1.0,1,746,2,1.0,86,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
2676,10225,10574372,5039,2.0,2,1071,7,7.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2680,5201,58623698,3515,1.0,1,683,3,4.0,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2687,6502,85264085,3100,1.0,1,1000,5,1.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2690,6610,14842171,4350,3.0,1,1100,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2691,6656,82063493,5405,1.0,1,666,5,7.0,86,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
2695,3593,41524649,3195,1.5,2,900,4,3.0,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2696,10216,73670176,4700,1.0,1,700,1,2.0,1,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
2704,7814,70136198,2995,2.0,1,850,2,2.0,11,1,0,0,1,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
2719,1905,89950046,2350,1.0,1,650,4,1.0,14,0,0,1,1,1,1,0,1,DUMBO,Northwest Brooklyn,Brooklyn
2720,6608,2922617,4095,2.0,1,900,2,68.0,8,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2729,6984,14842171,4350,3.0,1,1100,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2736,497,66802758,3500,1.0,1,731,1,3.0,96,1,0,1,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2744,10720,84061328,5100,3.0,2,1300,3,3.0,96,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2758,5049,89892173,2650,0.0,1,444,3,2.0,16,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
2765,6994,73197853,1575,1.0,1,775,2,2.0,27,1,0,1,1,1,0,0,1,Coney Island,South Brooklyn,Brooklyn
2766,8484,32591972,1800,1.0,1,700,3,3.0,112,0,0,0,0,0,0,0,0,Sunset Park,South Brooklyn,Brooklyn
2772,4657,57073369,4583,4.0,2,1000,6,4.0,96,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2780,10764,85233731,5800,2.0,2,1372,6,9.0,10,0,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2788,5073,45012515,2149,1.0,1,825,5,16.0,52,1,0,0,0,0,0,0,0,Coney Island,South Brooklyn,Brooklyn
2790,11160,98589816,1800,1.0,1,850,9,1.0,55,0,0,0,1,0,0,0,0,Kensington,South Brooklyn,Brooklyn
2794,4830,55830971,5200,3.0,2,1400,1,4.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
2796,6424,82658811,2475,0.0,1,402,1,30.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2802,9262,25024137,2999,0.0,1,820,3,4.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2809,11043,72456320,1800,1.0,1,650,5,1.0,91,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
2813,6558,36761941,2875,0.0,1,648,8,1.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2823,9335,43372230,4100,2.5,2,1650,8,7.0,117,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
2824,6297,33044796,1825,1.0,1,806,8,2.0,86,1,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
2828,1568,39211404,3150,2.0,2,1300,10,5.0,1,0,0,0,0,0,0,0,0,Manhattan Beach,South Brooklyn,Brooklyn
2829,1821,52767367,6250,3.0,3,1900,2,2.0,86,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
2835,4364,7691267,3485,2.0,1,1200,8,1.0,11,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
2852,2149,10576192,2300,1.0,1,500,11,3.0,96,0,0,0,0,0,0,0,0,Red Hook,Northwest Brooklyn,Brooklyn
2853,3101,14712360,3100,1.0,1,722,2,12.0,89,0,1,1,1,1,1,0,1,Fort Greene,Northwest Brooklyn,Brooklyn
2864,10405,59900724,3025,2.0,1,800,2,2.0,86,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2872,2768,36298196,2200,0.0,1,444,1,12.0,9,0,1,1,0,1,1,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2873,4662,92011396,4033,2.0,2,830,2,5.0,5,0,0,1,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2885,6307,14802854,1500,0.0,1,300,3,6.0,90,0,0,0,1,1,0,0,0,Crown Heights,East Brooklyn,Brooklyn
2892,3590,82831544,3595,1.0,1,675,1,6.0,106,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
2896,6300,1976179,2300,2.0,1,650,3,2.0,106,1,0,0,0,0,0,0,0,Greenwood,South Brooklyn,Brooklyn
2906,3685,92011396,3210,1.0,1,646,2,6.0,5,0,0,0,0,0,1,0,0,Williamsburg,North Brooklyn,Brooklyn
2907,10771,75368003,4200,4.0,1,1850,5,2.0,85,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
2908,3809,21330430,3999,2.0,2,1200,1,21.0,3,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2909,6287,11290383,1650,1.0,1,713,11,3.0,55,1,0,0,0,0,0,0,0,Sheepshead Bay,South Brooklyn,Brooklyn
2917,7914,53569564,3671,0.0,1,569,5,5.0,1,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
2918,3968,38768270,2125,2.0,1,1157,7,7.0,56,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
2919,3940,30668825,2625,0.0,1,472,6,4.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2920,2159,77016788,2200,2.0,1,800,4,3.0,101,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
2931,3935,66896708,1675,2.0,1,900,14,7.0,50,0,0,0,0,0,0,0,0,East Flatbush,South Brooklyn,Brooklyn
2932,6853,38768270,2000,2.0,1,1139,7,5.0,56,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
2936,10467,92011396,2450,0.0,1,441,2,2.0,5,0,0,0,1,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2939,9787,33981384,2000,2.0,1,800,2,3.0,91,0,0,0,0,0,0,0,0,East Flatbush,South Brooklyn,Brooklyn
2944,6531,51127725,4245,1.0,1,762,4,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2955,11319,25024137,3350,3.0,1,1000,3,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2958,4110,78880422,2550,1.5,1,800,8,4.0,95,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
2966,2825,67469583,1450,0.0,1,450,4,4.0,85,0,0,0,0,1,0,0,0,Kensington,South Brooklyn,Brooklyn
2967,1816,17264575,3000,2.0,2,950,7,5.0,7,0,1,1,1,1,1,0,1,Bedford-Stuyvesant,East Brooklyn,Brooklyn
2970,3631,22938630,1971,1.0,1,845,2,16.0,52,1,0,0,0,0,0,0,0,Coney Island,South Brooklyn,Brooklyn
2976,517,88668971,3434,3.0,2,1175,4,2.0,9,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
2981,803,89148793,3500,2.0,2,950,5,4.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2983,5222,83863916,4200,2.0,2,1126,3,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2984,2214,80123104,2650,1.0,1,634,8,4.0,143,1,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
2985,2978,9637623,2500,2.0,2,1150,6,4.0,3,0,0,0,0,0,0,0,0,Coney Island,South Brooklyn,Brooklyn
2990,7304,10574372,5250,2.0,2,1135,7,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2991,9291,21330430,12000,3.0,2,2093,1,52.0,3,0,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
