,rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
2261,5935,7495,3.0,3,1325,3,8.0,38,1,0,0,0,0,1,0,0,Upper East Side,Manhattan
2264,6305,6000,1.0,1,750,2,8.0,8,0,1,0,1,1,1,0,1,East Village,Manhattan
2265,7441,3000,0.0,1,500,6,8.0,59,1,0,0,1,1,0,1,0,Midtown East,Manhattan
2266,9701,8200,2.0,2,1600,3,12.0,11,0,0,0,1,1,1,0,0,Flatiron,Manhattan
2267,10249,2750,0.0,1,560,2,16.0,34,0,0,1,0,0,1,0,0,Financial District,Manhattan
2268,955,5995,2.0,2,1440,2,39.0,29,0,0,0,0,0,0,0,0,Midtown,Manhattan
2269,1287,3900,1.0,1,765,12,2.0,7,0,0,0,1,1,0,0,0,Chelsea,Manhattan
2270,2763,3636,1.0,1,846,5,23.0,13,1,0,0,1,1,0,0,0,Midtown South,Manhattan
2271,4592,13950,3.0,3,1950,12,14.0,11,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2272,3264,10000,2.0,2,1534,3,6.0,11,0,0,1,0,0,1,0,0,Tribeca,Manhattan
2273,9944,2895,0.0,1,506,2,18.0,41,1,0,0,1,1,0,0,0,Upper East Side,Manhattan
2274,5509,4000,1.0,1,670,2,28.0,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2275,7907,3759,1.0,1,745,7,5.0,7,0,0,0,1,1,0,1,1,Midtown East,Manhattan
2276,7051,4550,0.0,1,747,3,9.0,52,1,1,1,0,1,1,1,1,Tribeca,Manhattan
2277,1504,6595,2.0,2,1488,4,9.0,89,0,0,0,1,0,1,1,0,Upper West Side,Manhattan
2278,9695,4600,1.0,1,950,9,16.0,86,1,0,0,1,1,0,0,0,Midtown East,Manhattan
2281,4760,3465,1.0,1,650,3,5.0,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2282,6118,3050,1.0,1,620,4,6.0,31,0,1,0,0,1,0,0,0,Battery Park City,Manhattan
2285,2250,11000,2.0,3,1607,5,8.0,88,0,1,1,1,1,1,0,1,Upper East Side,Manhattan
2290,8508,15000,3.0,3,2259,3,6.0,110,0,0,0,0,1,1,0,0,Flatiron,Manhattan
2292,869,8800,2.0,2,1494,4,5.0,10,0,0,0,1,1,1,0,1,Midtown East,Manhattan
2293,5727,3200,1.0,1,600,3,4.0,101,1,0,0,0,0,0,0,0,Midtown South,Manhattan
2294,4692,5395,3.0,1,1200,7,15.0,116,1,0,1,1,1,0,0,1,Upper East Side,Manhattan
2295,322,7800,3.0,2,1700,6,5.0,106,0,0,0,0,0,1,1,0,Upper West Side,Manhattan
2296,10865,19950,4.0,3,2302,6,20.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
2297,10076,4500,1.0,1,643,4,28.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2298,1403,4500,2.0,1,875,6,2.0,36,0,0,0,1,1,0,0,1,Upper East Side,Manhattan
2300,5462,2250,0.0,1,400,2,1.0,86,0,0,0,0,1,0,1,0,Upper East Side,Manhattan
2303,1027,2700,2.0,1,725,4,4.0,96,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2305,6445,5675,2.0,2,1100,3,27.0,30,1,0,0,0,0,0,0,0,Midtown,Manhattan
2306,749,3500,1.0,1,594,4,17.0,18,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
2308,712,2800,2.0,1,1008,5,2.0,96,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
2314,1813,2000,0.0,1,500,6,3.0,28,0,0,0,0,0,1,0,0,Upper East Side,Manhattan
2315,8184,4000,1.0,1,807,2,5.0,116,0,0,0,1,0,0,0,0,East Village,Manhattan
2316,1546,3895,1.0,1,693,2,2.0,106,0,0,1,1,1,0,0,1,West Village,Manhattan
2317,2055,3395,0.0,1,530,4,22.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
2318,1589,13975,3.0,2,1883,11,35.0,31,0,0,0,0,0,0,1,0,Upper East Side,Manhattan
2319,5683,1995,0.0,1,400,5,4.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2324,3665,4100,1.0,1,789,7,9.0,9,0,1,0,1,1,1,0,0,Upper West Side,Manhattan
2325,7652,3300,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2326,8885,3800,1.0,1,600,4,7.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2328,9027,2950,1.0,1,600,2,6.0,98,0,0,0,0,0,0,0,0,Central Park South,Manhattan
2329,3014,2895,0.0,1,555,6,3.0,60,1,0,0,0,0,0,1,0,Midtown East,Manhattan
2331,7562,7495,1.0,1,642,3,6.0,106,0,0,0,0,0,0,0,0,Soho,Manhattan
2332,1098,3900,1.0,1,815,2,17.0,38,1,0,1,0,0,1,0,0,Midtown West,Manhattan
2333,3345,5650,2.0,2,1100,4,12.0,92,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2335,4533,4200,1.0,1,787,1,11.0,30,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
2336,4619,3725,1.0,1,647,1,22.0,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
2337,850,3600,1.0,1,759,13,11.0,9,0,1,1,1,1,1,0,1,Midtown West,Manhattan
2338,2342,6995,1.0,2,1236,5,11.0,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2339,3263,2325,0.0,1,425,5,4.0,59,0,0,0,0,1,1,0,0,Upper East Side,Manhattan
2340,3056,3550,1.0,1,751,5,8.0,1,1,0,0,0,0,0,0,0,East Harlem,Manhattan
2343,1359,3460,0.0,1,692,3,15.0,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
2344,9378,2880,0.0,1,472,2,43.0,29,0,0,1,1,1,1,0,1,Midtown,Manhattan
2349,5166,4995,1.0,1,999,5,27.0,9,0,0,0,0,0,0,0,0,Midtown,Manhattan
2350,9130,1662,0.0,1,300,4,3.0,86,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2351,1915,2450,0.0,1,450,2,8.0,104,0,1,1,1,1,0,0,1,Gramercy Park,Manhattan
2352,416,3365,1.0,1,536,2,9.0,99,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2353,827,2300,0.0,1,511,15,4.0,65,1,0,1,0,0,0,0,0,Upper East Side,Manhattan
2354,3022,10000,3.0,3,2000,3,5.0,96,0,0,0,0,0,0,0,0,Soho,Manhattan
2355,3533,4500,2.0,1,877,43,40.0,43,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2356,2321,11500,2.0,2,1488,1,7.0,90,0,0,0,1,1,1,0,1,Chelsea,Manhattan
2357,4080,10000,2.0,3,1721,1,3.0,90,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2358,2912,3600,2.0,1,825,7,5.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
2361,8671,2550,0.0,1,459,1,12.0,104,1,0,0,0,0,0,0,0,Midtown South,Manhattan
2362,289,6000,2.0,2,1156,6,22.0,10,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
2365,4798,4250,1.0,1,684,2,3.0,32,0,0,0,1,1,0,0,0,East Village,Manhattan
2368,4272,7995,2.0,2,1031,5,21.0,37,1,1,0,1,1,1,0,0,Upper West Side,Manhattan
2369,6152,1950,0.0,1,400,14,3.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
2370,5955,2900,0.0,1,450,4,10.0,51,0,0,0,1,0,0,0,0,Flatiron,Manhattan
2371,5903,2595,1.0,1,650,5,5.0,101,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2372,4180,11000,3.0,3,2353,1,17.0,116,0,0,0,0,0,0,0,0,Financial District,Manhattan
2373,1740,6100,2.0,2,1100,4,15.0,19,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2374,2283,2850,2.0,1,800,10,2.0,86,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2375,7587,2853,1.0,1,700,10,12.0,4,1,0,0,1,1,0,0,0,Long Island City,Manhattan
2376,6586,3500,1.0,1,710,1,4.0,53,0,0,0,0,0,0,0,0,Midtown,Manhattan
2378,593,3700,1.0,1,805,7,17.0,9,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
2379,49,3595,1.0,1,650,9,11.0,52,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2382,11345,5995,3.0,1,1270,2,22.0,41,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2383,1083,4510,1.0,1,641,4,27.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
2385,7714,3150,4.0,1,1000,2,5.0,109,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
2387,7732,2600,0.0,1,450,1,5.0,16,0,0,0,1,1,0,1,1,Lower East Side,Manhattan
2388,3117,6000,2.0,2,1050,1,16.0,12,0,0,0,0,1,1,0,0,Flatiron,Manhattan
2389,5839,6000,2.0,2,1152,8,12.0,12,0,0,0,0,1,0,0,0,Midtown East,Manhattan
2390,2086,2550,1.0,1,716,5,0.0,96,0,1,1,1,1,1,0,1,Central Harlem,Manhattan
2391,4617,3360,1.0,1,710,3,5.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
2392,2856,7895,3.0,2,1800,1,2.0,81,0,0,0,0,0,0,0,0,Tribeca,Manhattan
2393,9520,2975,1.0,1,570,6,5.0,42,0,0,1,0,0,1,1,0,Upper East Side,Manhattan
2394,5004,3250,1.0,1,833,7,25.0,41,0,0,0,1,1,1,0,1,Upper East Side,Manhattan
2396,3841,3500,1.0,1,770,10,12.0,27,0,0,0,1,1,0,0,0,Midtown East,Manhattan
2397,8828,3500,1.0,1,824,3,6.0,55,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
2398,6079,3610,1.0,1,564,2,15.0,99,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2400,4615,5500,3.0,2,1500,3,2.0,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2401,407,11000,3.0,3,2442,6,2.0,31,0,1,0,1,1,1,0,1,Midtown East,Manhattan
2402,8641,3200,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2404,4962,2100,1.0,1,600,3,3.0,107,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2406,5391,3650,1.0,1,650,2,13.0,53,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
2407,64,2550,0.0,1,400,2,15.0,99,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2408,5570,3250,1.0,1,662,2,31.0,29,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
2411,2558,8900,2.0,2,1589,9,22.0,15,1,0,0,1,0,0,0,0,Midtown East,Manhattan
2412,10381,2845,0.0,1,493,10,6.0,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2413,1395,5000,3.0,1,850,5,6.0,112,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2414,2652,3550,1.0,1,735,7,19.0,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2415,781,4110,1.0,1,722,8,8.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2416,390,11894,3.0,3,1802,6,15.0,7,0,1,1,1,1,0,0,1,Upper East Side,Manhattan
2419,8016,5295,2.0,2,892,10,10.0,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2420,3803,3950,3.0,1,1000,3,3.0,76,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2421,6060,9500,2.0,2,1305,8,11.0,10,0,0,1,0,0,1,0,0,Chelsea,Manhattan
2423,790,5000,2.0,2,1065,2,11.0,25,1,0,0,1,1,1,0,0,Upper East Side,Manhattan
2424,720,4680,1.0,1,896,5,20.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2425,1495,3995,0.0,1,1350,6,2.0,116,0,0,0,0,0,0,0,0,Financial District,Manhattan
2426,10678,4000,2.0,1,500,5,1.0,106,0,1,0,1,1,0,0,1,Midtown East,Manhattan
2427,314,3550,0.0,1,536,1,9.0,8,0,0,0,1,0,0,0,0,Flatiron,Manhattan
2428,6934,7600,2.0,2,1168,7,47.0,6,0,0,0,1,1,0,0,0,Midtown South,Manhattan
2429,4835,5600,2.0,2,1100,8,20.0,32,0,1,0,1,1,0,0,1,Midtown East,Manhattan
2431,10449,5995,1.0,1,796,0,24.0,2,0,0,0,0,0,0,0,0,Flatiron,Manhattan
2432,1484,3100,0.0,1,700,1,24.0,88,0,0,0,0,1,1,0,0,Financial District,Manhattan
2433,7695,6949,2.0,2,1160,1,3.0,9,0,0,1,1,1,0,0,1,East Village,Manhattan
2435,2408,6000,1.0,1,750,5,4.0,106,0,0,1,0,0,1,0,0,West Village,Manhattan
2436,52,9000,2.0,2,1000,5,6.0,3,1,0,0,0,0,0,0,0,Nolita,Manhattan
2437,5749,3195,0.5,1,525,8,2.0,106,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2439,3219,3400,1.0,1,750,9,23.0,87,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2440,903,2650,0.0,1,470,2,15.0,25,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2441,3567,2900,1.0,1,475,1,10.0,103,0,0,0,0,0,0,0,0,Midtown South,Manhattan
2443,91,3500,3.0,1,745,1,2.0,96,0,1,1,1,1,0,0,0,East Harlem,Manhattan
2446,5103,4490,3.0,1,675,7,3.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
2447,9238,2600,0.0,1,404,2,20.0,86,0,0,1,1,1,0,0,0,Central Park South,Manhattan
2449,783,5900,2.0,1,1400,3,7.0,100,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2450,9150,2500,0.0,1,468,8,22.0,18,1,1,1,1,1,1,1,1,Upper East Side,Manhattan
2451,3641,5500,1.0,1,1000,3,3.0,116,1,0,0,0,1,0,0,0,East Village,Manhattan
2453,9340,4095,2.0,1,1000,2,9.0,91,0,0,0,0,0,0,0,0,Morningside Heights,Manhattan
2456,4003,3590,1.0,1,626,7,27.0,39,1,0,0,1,1,0,0,1,Midtown East,Manhattan
2458,6493,6295,2.0,2,1200,7,1.0,13,0,0,0,0,0,0,0,0,West Village,Manhattan
2459,1963,7650,2.0,2,1023,2,49.0,6,0,0,0,1,0,0,1,0,Financial District,Manhattan
2460,7026,5035,2.0,2,972,4,4.0,28,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2461,5369,7600,2.0,2,1380,7,25.0,9,0,1,0,0,0,0,0,0,Upper West Side,Manhattan
2463,4794,3300,1.0,1,885,5,3.0,31,0,1,0,1,1,1,0,1,Midtown East,Manhattan
2465,2800,2400,1.0,1,695,6,2.0,9,0,1,1,1,1,0,1,1,East Harlem,Manhattan
2467,10666,2385,2.0,1,800,9,5.0,106,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2469,6497,3100,1.0,1,800,5,1.0,106,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2470,4465,6995,3.0,1,1266,5,3.0,41,1,0,0,0,0,0,0,0,Tribeca,Manhattan
2471,5387,7975,2.0,2,1182,2,7.0,3,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2472,9841,1525,1.0,1,415,2,2.0,96,1,0,0,0,0,0,0,0,Inwood,Manhattan
2473,4720,4725,1.0,1,865,2,35.0,29,0,0,0,0,0,0,1,0,Midtown,Manhattan
2475,636,2750,0.0,1,600,9,14.0,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2476,3548,4400,2.0,1,812,43,40.0,43,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2478,4642,4000,1.0,1,788,2,23.0,26,0,0,0,1,1,1,0,1,Midtown East,Manhattan
2479,6465,3500,0.0,1,550,2,6.0,1,0,0,0,0,0,0,0,0,Tribeca,Manhattan
2480,2550,4100,1.0,2,1312,11,5.0,108,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
2481,2311,1895,1.0,1,700,3,3.0,106,0,0,0,0,0,0,0,0,East Harlem,Manhattan
2482,4287,2550,0.0,1,420,3,1.0,116,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2484,3040,2750,1.0,1,600,7,1.0,106,0,0,0,0,0,0,0,0,East Village,Manhattan
2486,4795,3800,1.0,1,632,6,4.0,14,0,0,1,1,1,1,0,0,East Village,Manhattan
2487,1065,2500,2.0,1,1000,2,2.0,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2488,5003,3350,1.0,1,722,7,3.0,12,0,0,1,1,1,1,0,0,Upper West Side,Manhattan
2489,11265,3800,1.0,2,1100,11,1.0,108,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
2490,6327,4500,2.0,2,1200,1,1.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2492,7286,2500,0.0,1,400,2,10.0,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2494,2578,3230,0.0,1,583,4,17.0,47,1,0,0,1,0,0,0,0,Financial District,Manhattan
2495,297,4200,1.0,1,650,2,10.0,89,1,0,0,0,0,1,0,0,Midtown,Manhattan
2497,4332,3995,2.0,2,1200,11,3.0,76,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2498,1848,13315,3.0,3,1622,1,10.0,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2499,4957,2975,1.0,1,700,1,2.0,75,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2501,6101,4300,1.0,1,777,5,8.0,31,0,1,0,0,0,0,0,0,Battery Park City,Manhattan
2503,9888,2245,0.0,1,450,4,2.0,96,0,0,0,0,0,0,0,0,East Village,Manhattan
2508,10026,2895,2.0,1,700,3,6.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2509,7601,5195,2.0,2,1029,1,11.0,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
2511,7194,5000,3.0,2,1500,5,3.0,106,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2512,6763,4700,1.0,1,800,9,4.0,88,0,0,1,1,1,0,0,1,East Village,Manhattan
2514,8971,3195,0.0,1,529,4,8.0,19,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2515,8190,4175,1.0,1,713,4,9.0,19,1,1,1,1,1,0,0,1,Upper East Side,Manhattan
2516,397,6125,2.0,2,975,5,3.0,9,0,0,0,0,0,0,0,0,Tribeca,Manhattan
2517,9861,4020,1.0,1,601,4,12.0,51,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2519,10557,4500,2.0,2,974,5,4.0,18,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2520,9666,4800,2.0,1,827,4,1.0,78,1,0,0,0,0,0,0,0,Chelsea,Manhattan
2521,3885,5995,1.5,1,975,2,4.0,116,1,0,1,1,1,1,0,1,West Village,Manhattan
2522,1620,4300,1.0,1,950,6,18.0,60,0,1,1,1,1,0,0,1,Midtown East,Manhattan
2524,8084,2499,0.0,1,600,6,21.0,87,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2525,4479,2600,0.0,1,554,2,8.0,13,1,0,0,0,0,1,0,0,Financial District,Manhattan
2528,11251,1550,1.0,1,700,2,4.0,93,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
2530,6012,4300,1.0,1,965,1,3.0,107,0,0,0,0,0,0,0,0,Financial District,Manhattan
2531,8615,3695,1.0,1,674,4,5.0,28,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2533,3298,2775,0.0,1,550,2,10.0,13,0,1,0,1,1,0,0,1,Financial District,Manhattan
2534,10776,2595,1.0,1,650,13,3.0,13,0,0,0,0,0,0,0,0,East Village,Manhattan
2536,1251,3050,0.0,1,537,1,15.0,116,1,0,0,1,1,0,0,0,Financial District,Manhattan
2537,8177,2750,0.0,1,500,1,5.0,25,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
2539,1783,3300,0.0,1,713,1,5.0,76,0,0,0,1,1,1,0,0,Financial District,Manhattan
2540,1811,7950,2.0,2,2000,6,5.0,113,0,1,0,1,1,0,0,1,Flatiron,Manhattan
2541,8065,4120,1.0,1,722,8,12.0,16,1,0,1,0,0,1,0,0,Midtown East,Manhattan
2542,1393,3800,1.0,1,720,1,20.0,29,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
2544,1270,2950,2.0,2,966,2,4.0,4,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2545,166,2835,0.0,1,493,10,12.0,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2546,6372,15000,2.0,2,2010,9,83.0,15,0,1,0,1,1,0,1,1,Midtown East,Manhattan
2547,2890,3250,1.0,1,775,4,5.0,106,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2551,724,7500,3.0,2,1051,4,26.0,47,0,1,1,0,1,0,0,1,Upper West Side,Manhattan
2552,8061,2845,0.0,1,446,4,4.0,18,1,1,0,0,0,1,0,0,Upper West Side,Manhattan
2553,7058,5800,2.0,1,1100,5,19.0,57,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2555,4621,4855,1.0,1,941,7,25.0,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2556,5667,3805,1.0,1,634,7,24.0,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2559,5966,3150,3.0,1,900,5,3.0,106,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2560,10165,6900,2.0,2,1413,5,19.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2561,2631,4850,2.0,2,845,3,20.0,38,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2562,809,2450,1.0,1,575,5,2.0,116,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2563,1584,4875,1.0,1,796,2,20.0,38,0,0,0,0,0,0,1,0,Midtown West,Manhattan
2565,1195,9000,2.0,2,1599,2,29.0,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2566,10073,3500,1.0,1,940,2,5.0,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
2567,8160,3400,1.0,1,709,4,3.0,116,0,0,0,1,1,0,0,0,Financial District,Manhattan
2569,3558,3600,2.0,1,900,1,6.0,87,0,1,1,1,1,1,0,0,Financial District,Manhattan
2570,3971,3200,1.0,1,610,1,6.0,103,0,0,0,0,0,0,0,0,Midtown South,Manhattan
2571,6,4000,1.0,1,830,1,8.0,88,0,1,0,1,1,0,0,1,Financial District,Manhattan
2572,10502,3060,0.0,1,404,12,20.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2576,10920,2650,0.0,1,435,2,18.0,25,1,1,1,1,1,1,0,1,Upper East Side,Manhattan
2577,2228,3500,3.0,2,1800,5,5.0,101,1,0,1,1,1,0,0,0,Washington Heights,Manhattan
2578,722,3577,1.0,1,587,3,3.0,96,0,0,0,0,0,0,0,0,East Village,Manhattan
2579,1200,2755,0.0,1,415,4,14.0,18,1,0,1,0,0,0,0,0,Upper West Side,Manhattan
2580,6477,3525,1.0,0,950,5,4.0,81,0,0,1,1,1,1,0,0,Upper East Side,Manhattan
2581,2416,8500,2.0,2,2100,1,6.0,104,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
2583,4847,3400,1.0,1,625,5,2.0,57,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2585,7106,12500,2.0,3,1572,4,6.0,9,0,0,1,0,0,0,1,0,Upper West Side,Manhattan
2586,5531,2934,0.0,1,560,3,5.0,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
2587,6416,2925,0.0,1,461,5,12.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2592,1134,6500,1.0,1,1005,4,3.0,115,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2594,3134,5400,3.0,2,1095,9,15.0,15,1,0,1,1,0,1,1,1,Midtown East,Manhattan
2595,1431,3500,1.0,1,675,6,1.0,92,0,0,1,0,0,1,0,0,Upper East Side,Manhattan
2597,5612,4600,1.0,1,800,1,2.0,108,0,0,1,1,1,0,0,1,Upper West Side,Manhattan
2599,3816,3500,1.0,1,785,10,6.0,6,0,0,0,0,0,0,0,0,East Village,Manhattan
2600,8146,2500,1.0,1,700,5,4.0,106,0,0,0,1,0,0,0,0,Upper West Side,Manhattan
2602,6533,1850,1.0,1,650,3,1.0,89,0,0,0,0,0,0,0,0,Inwood,Manhattan
2603,8573,2595,0.0,1,650,4,2.0,76,0,0,0,0,0,1,0,0,East Village,Manhattan
2604,201,3900,1.0,1,575,3,14.0,27,0,0,0,1,1,0,0,0,Chelsea,Manhattan
2605,2320,3850,1.0,1,748,5,17.0,9,0,1,1,1,1,0,0,0,Midtown,Manhattan
2606,6528,3325,1.0,2,640,2,6.0,120,0,0,0,0,0,0,0,0,Financial District,Manhattan
2607,833,11750,2.0,3,1702,3,11.0,1,0,0,0,0,0,0,0,0,Tribeca,Manhattan
2611,1477,2585,0.0,1,400,6,2.0,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2612,8963,7000,3.0,2,1675,4,10.0,56,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
2613,4931,2995,1.0,1,653,0,6.0,75,0,0,1,1,1,1,0,1,Upper West Side,Manhattan
2615,8102,2895,0.0,1,506,2,18.0,41,0,0,0,1,1,0,0,0,Upper East Side,Manhattan
2618,1790,10000,2.0,2,1548,3,5.0,106,0,0,1,0,0,1,0,0,Tribeca,Manhattan
2620,6431,3450,2.0,1,800,3,12.0,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2621,4766,18000,4.0,2,2000,6,36.0,47,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
2622,10271,3500,1.0,1,673,3,6.0,28,0,0,0,1,0,0,0,0,Battery Park City,Manhattan
2623,1444,8000,2.0,2,1260,3,14.0,11,0,0,0,1,1,0,0,0,Tribeca,Manhattan
2625,7338,6200,2.0,2,1033,1,6.0,9,0,1,1,1,1,0,0,1,East Village,Manhattan
2627,4841,3196,1.0,1,500,9,6.0,76,0,0,0,0,0,0,0,0,East Village,Manhattan
2628,9676,5758,2.0,2,1085,13,12.0,1,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2629,9194,3150,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2630,10867,9500,2.0,2,1856,1,10.0,107,0,0,0,0,0,0,0,0,Financial District,Manhattan
2632,2402,5500,1.0,1,890,2,23.0,11,1,1,0,1,1,0,1,1,Midtown,Manhattan
2634,7064,8500,2.0,2,1287,2,32.0,43,0,0,0,0,0,0,0,0,Midtown,Manhattan
2635,6130,2700,0.0,1,521,3,8.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2637,9153,2300,1.0,1,600,3,5.0,77,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2641,1210,4250,2.0,1,875,1,14.0,59,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2644,5541,5882,2.0,2,1079,4,15.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
2645,11330,5500,1.0,2,850,0,7.0,56,0,0,0,0,0,0,1,0,Upper East Side,Manhattan
2646,2806,3350,1.0,1,730,8,14.0,32,1,0,0,1,1,0,0,0,Midtown East,Manhattan
2647,71,6000,1.0,1,1100,4,14.0,43,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2650,4278,5750,2.0,2,1070,2,41.0,9,0,1,0,1,1,0,0,1,Midtown West,Manhattan
2651,4994,2300,1.0,1,500,2,4.0,116,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2652,11299,3898,1.0,2,1201,11,5.0,108,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
2653,728,3250,1.0,1,600,2,10.0,89,0,1,1,1,1,1,0,1,Midtown,Manhattan
